,Power (kW)
535,10.171391020942586
536,10.442628114834388
537,10.71386520872619
538,10.849483755672091
539,11.798813584293399
540,13.15499905375241
541,15.867369992670431
542,19.25783366631796
543,24.275719903316304
544,31.46350289144906
545,39.058141520419525
546,47.7377285249572
547,51.399429292496535
548,52.34875912111784
549,52.89123330890144
550,53.16247040279325
551,53.433707496685045
552,52.75561476195554
553,50.856955104712924
554,48.4158212596867
555,48.008965618849004
556,48.008965618849004
557,47.7377285249572
558,46.924017243281796
559,45.83906886771458
560,44.482883398255574
561,42.17736810017525
562,36.61700767539331
563,28.344276311693335
564,22.377060246073686
565,20.071544947993367
566,18.98659657242616
567,17.76602964991305
568,16.816699821291742
569,15.59613289877863
570,14.375565976265522
571,13.290617600698312
572,12.341287772077004
573,11.9344321312393
574,11.256339396509794
575,10.57824666178029
576,9.49329828621308
577,10.442628114834388
578,10.57824666178029
579,10.307009567888487
580,10.307009567888487
581,10.171391020942586
582,10.171391020942586
583,10.171391020942586
584,10.442628114834388
585,10.71386520872619
586,10.849483755672091
587,11.798813584293399
588,13.15499905375241
589,15.867369992670431
590,19.25783366631796
591,24.275719903316304
592,31.46350289144906
593,39.058141520419525
594,47.7377285249572
595,51.399429292496535
596,52.34875912111784
597,52.89123330890144
598,53.16247040279325
599,53.433707496685045
600,52.75561476195554
601,50.856955104712924
602,48.4158212596867
603,48.008965618849004
604,48.008965618849004
605,47.7377285249572
606,46.924017243281796
607,45.83906886771458
608,44.482883398255574
609,42.17736810017525
610,36.61700767539331
611,28.344276311693335
612,22.377060246073686
613,20.071544947993367
614,18.98659657242616
615,17.76602964991305
616,16.816699821291742
617,15.59613289877863
618,14.375565976265522
619,13.290617600698312
620,12.341287772077004
621,11.9344321312393
622,11.256339396509794
623,10.57824666178029
624,9.49329828621308
625,10.442628114834388
626,10.57824666178029
627,10.307009567888487
628,10.307009567888487
629,10.171391020942586
630,10.171391020942586
631,10.171391020942586
632,10.442628114834388
633,10.71386520872619
634,10.849483755672091
635,11.798813584293399
636,13.15499905375241
637,15.867369992670431
638,19.25783366631796
639,24.275719903316304
640,31.46350289144906
641,39.058141520419525
642,47.7377285249572
643,51.399429292496535
644,52.34875912111784
645,52.89123330890144
646,53.16247040279325
647,53.433707496685045
648,52.75561476195554
649,50.856955104712924
650,48.4158212596867
651,48.008965618849004
652,48.008965618849004
653,47.7377285249572
654,46.924017243281796
655,45.83906886771458
656,44.482883398255574
657,42.17736810017525
658,36.61700767539331
659,28.344276311693335
660,22.377060246073686
661,20.071544947993367
662,18.98659657242616
663,17.76602964991305
664,16.816699821291742
665,15.59613289877863
666,14.375565976265522
667,13.290617600698312
668,12.341287772077004
669,11.9344321312393
670,11.256339396509794
671,10.57824666178029
672,9.49329828621308
673,10.442628114834388
674,10.57824666178029
675,10.307009567888487
676,10.307009567888487
677,10.171391020942586
678,10.171391020942586
679,10.171391020942586
680,10.442628114834388
681,10.71386520872619
682,10.849483755672091
683,11.798813584293399
684,13.15499905375241
685,15.867369992670431
686,19.25783366631796
687,24.275719903316304
688,31.46350289144906
689,39.058141520419525
690,47.7377285249572
691,51.399429292496535
692,52.34875912111784
693,52.89123330890144
694,53.16247040279325
695,53.433707496685045
696,52.75561476195554
697,50.856955104712924
698,48.4158212596867
699,48.008965618849004
700,48.008965618849004
701,47.7377285249572
702,46.924017243281796
703,45.83906886771458
704,44.482883398255574
705,42.17736810017525
706,36.61700767539331
707,28.344276311693335
708,22.377060246073686
709,20.071544947993367
710,18.98659657242616
711,17.76602964991305
712,16.816699821291742
713,15.59613289877863
714,14.375565976265522
715,13.290617600698312
716,12.341287772077004
717,11.9344321312393
718,11.256339396509794
719,10.57824666178029
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,0.0
729,0.0
730,0.0
731,0.0
732,0.0
733,0.0
734,0.0
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.0
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,0.0
759,0.0
760,0.0
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
781,0.0
782,0.0
783,0.0
784,0.0
785,0.0
786,0.0
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,0.0
801,0.0
802,0.0
803,0.0
804,0.0
805,0.0
806,0.0
807,0.0
808,0.0
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,9.49329828621308
817,10.442628114834388
818,10.57824666178029
819,10.307009567888487
820,10.307009567888487
821,10.171391020942586
822,10.171391020942586
823,10.171391020942586
824,10.442628114834388
825,10.71386520872619
826,10.849483755672091
827,11.798813584293399
828,13.15499905375241
829,15.867369992670431
830,19.25783366631796
831,24.275719903316304
832,31.46350289144906
833,39.058141520419525
834,47.7377285249572
835,51.399429292496535
836,52.34875912111784
837,52.89123330890144
838,53.16247040279325
839,53.433707496685045
840,52.75561476195554
841,50.856955104712924
842,48.4158212596867
843,48.008965618849004
844,48.008965618849004
845,47.7377285249572
846,46.924017243281796
847,45.83906886771458
848,44.482883398255574
849,42.17736810017525
850,36.61700767539331
851,28.344276311693335
852,22.377060246073686
853,20.071544947993367
854,18.98659657242616
855,17.76602964991305
856,16.816699821291742
857,15.59613289877863
858,14.375565976265522
859,13.290617600698312
860,12.341287772077004
861,11.9344321312393
862,11.256339396509794
863,10.57824666178029
864,9.49329828621308
865,10.442628114834388
866,10.57824666178029
867,10.307009567888487
868,10.307009567888487
869,10.171391020942586
870,10.171391020942586
871,10.171391020942586
872,10.442628114834388
873,10.71386520872619
874,10.849483755672091
875,11.798813584293399
876,13.15499905375241
877,15.867369992670431
878,19.25783366631796
879,24.275719903316304
880,31.46350289144906
881,39.058141520419525
882,47.7377285249572
883,51.399429292496535
884,52.34875912111784
885,52.89123330890144
886,53.16247040279325
887,53.433707496685045
888,52.75561476195554
889,50.856955104712924
890,48.4158212596867
891,48.008965618849004
892,48.008965618849004
893,47.7377285249572
894,46.924017243281796
895,45.83906886771458
896,44.482883398255574
897,42.17736810017525
898,36.61700767539331
899,28.344276311693335
900,22.377060246073686
901,20.071544947993367
902,18.98659657242616
903,17.76602964991305
904,16.816699821291742
905,15.59613289877863
906,14.375565976265522
907,13.290617600698312
908,12.341287772077004
909,11.9344321312393
910,11.256339396509794
911,10.57824666178029
912,9.49329828621308
913,10.442628114834388
914,10.57824666178029
915,10.307009567888487
916,10.307009567888487
917,10.171391020942586
918,10.171391020942586
919,10.171391020942586
920,10.442628114834388
921,10.71386520872619
922,10.849483755672091
923,11.798813584293399
924,13.15499905375241
925,15.867369992670431
926,19.25783366631796
927,24.275719903316304
928,31.46350289144906
929,39.058141520419525
930,47.7377285249572
931,51.399429292496535
932,52.34875912111784
933,52.89123330890144
934,53.16247040279325
935,53.433707496685045
936,52.75561476195554
937,50.856955104712924
938,48.4158212596867
939,48.008965618849004
940,48.008965618849004
941,47.7377285249572
942,46.924017243281796
943,45.83906886771458
944,44.482883398255574
945,42.17736810017525
946,36.61700767539331
947,28.344276311693335
948,22.377060246073686
949,20.071544947993367
950,18.98659657242616
951,17.76602964991305
952,16.816699821291742
953,15.59613289877863
954,14.375565976265522
955,13.290617600698312
956,12.341287772077004
957,11.9344321312393
958,11.256339396509794
959,10.57824666178029
960,9.49329828621308
961,10.442628114834388
962,10.57824666178029
963,10.307009567888487
964,10.307009567888487
965,10.171391020942586
966,10.171391020942586
967,10.171391020942586
968,10.442628114834388
969,10.71386520872619
970,10.849483755672091
971,11.798813584293399
972,13.15499905375241
973,15.867369992670431
974,19.25783366631796
975,24.275719903316304
976,31.46350289144906
977,39.058141520419525
978,47.7377285249572
979,51.399429292496535
980,52.34875912111784
981,52.89123330890144
982,53.16247040279325
983,53.433707496685045
984,52.75561476195554
985,50.856955104712924
986,48.4158212596867
987,48.008965618849004
988,48.008965618849004
989,47.7377285249572
990,46.924017243281796
991,45.83906886771458
992,44.482883398255574
993,42.17736810017525
994,36.61700767539331
995,28.344276311693335
996,22.377060246073686
997,20.071544947993367
998,18.98659657242616
999,17.76602964991305
1000,16.816699821291742
1001,15.59613289877863
1002,14.375565976265522
1003,13.290617600698312
1004,12.341287772077004
1005,11.9344321312393
1006,11.256339396509794
1007,10.57824666178029
1008,9.49329828621308
1009,10.442628114834388
1010,10.57824666178029
1011,10.307009567888487
1012,10.307009567888487
1013,10.171391020942586
1014,10.171391020942586
1015,10.171391020942586
1016,10.442628114834388
1017,10.71386520872619
1018,10.849483755672091
1019,11.798813584293399
1020,13.15499905375241
1021,15.867369992670431
1022,19.25783366631796
1023,24.275719903316304
1024,31.46350289144906
1025,39.058141520419525
1026,47.7377285249572
1027,51.399429292496535
1028,52.34875912111784
1029,52.89123330890144
1030,53.16247040279325
1031,53.433707496685045
1032,52.75561476195554
1033,50.856955104712924
1034,48.4158212596867
1035,48.008965618849004
1036,48.008965618849004
1037,47.7377285249572
1038,46.924017243281796
1039,45.83906886771458
1040,44.482883398255574
1041,42.17736810017525
1042,36.61700767539331
1043,28.344276311693335
1044,22.377060246073686
1045,20.071544947993367
1046,18.98659657242616
1047,17.76602964991305
1048,16.816699821291742
1049,15.59613289877863
1050,14.375565976265522
1051,13.290617600698312
1052,12.341287772077004
1053,11.9344321312393
1054,11.256339396509794
1055,10.57824666178029
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,0.0
1064,0.0
1065,0.0
1066,0.0
1067,0.0
1068,0.0
1069,0.0
1070,0.0
1071,0.0
1072,0.0
1073,0.0
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,0.0
1088,0.0
1089,0.0
1090,0.0
1091,0.0
1092,0.0
1093,0.0
1094,0.0
1095,0.0
1096,0.0
1097,0.0
1098,0.0
1099,0.0
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.0
1109,0.0
1110,0.0
1111,0.0
1112,0.0
1113,0.0
1114,0.0
1115,0.0
1116,0.0
1117,0.0
1118,0.0
1119,0.0
1120,0.0
1121,0.0
1122,0.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,0.0
1136,0.0
1137,0.0
1138,0.0
1139,0.0
1140,0.0
1141,0.0
1142,0.0
1143,0.0
1144,0.0
1145,0.0
1146,0.0
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,9.49329828621308
1153,10.442628114834388
1154,10.57824666178029
1155,10.307009567888487
1156,10.307009567888487
1157,10.171391020942586
1158,10.171391020942586
1159,10.171391020942586
1160,10.442628114834388
1161,10.71386520872619
1162,10.849483755672091
1163,11.798813584293399
1164,13.15499905375241
1165,15.867369992670431
1166,19.25783366631796
1167,24.275719903316304
1168,31.46350289144906
1169,39.058141520419525
1170,47.7377285249572
1171,51.399429292496535
1172,52.34875912111784
1173,52.89123330890144
1174,53.16247040279325
1175,53.433707496685045
1176,52.75561476195554
1177,50.856955104712924
1178,48.4158212596867
1179,48.008965618849004
1180,48.008965618849004
1181,47.7377285249572
1182,46.924017243281796
1183,45.83906886771458
1184,44.482883398255574
1185,42.17736810017525
1186,36.61700767539331
1187,28.344276311693335
1188,22.377060246073686
1189,20.071544947993367
1190,18.98659657242616
1191,17.76602964991305
1192,16.816699821291742
1193,15.59613289877863
1194,14.375565976265522
1195,13.290617600698312
1196,12.341287772077004
1197,11.9344321312393
1198,11.256339396509794
1199,10.57824666178029
1200,9.49329828621308
1201,10.442628114834388
1202,10.57824666178029
1203,10.307009567888487
1204,10.307009567888487
1205,10.171391020942586
1206,10.171391020942586
1207,10.171391020942586
1208,10.442628114834388
1209,10.71386520872619
1210,10.849483755672091
1211,11.798813584293399
1212,13.15499905375241
1213,15.867369992670431
1214,19.25783366631796
1215,24.275719903316304
1216,31.46350289144906
1217,39.058141520419525
1218,47.7377285249572
1219,51.399429292496535
1220,52.34875912111784
1221,52.89123330890144
1222,53.16247040279325
1223,53.433707496685045
1224,52.75561476195554
1225,50.856955104712924
1226,48.4158212596867
1227,48.008965618849004
1228,48.008965618849004
1229,47.7377285249572
1230,46.924017243281796
1231,45.83906886771458
1232,44.482883398255574
1233,42.17736810017525
1234,36.61700767539331
1235,28.344276311693335
1236,22.377060246073686
1237,20.071544947993367
1238,18.98659657242616
1239,17.76602964991305
1240,16.816699821291742
1241,15.59613289877863
1242,14.375565976265522
1243,13.290617600698312
1244,12.341287772077004
1245,11.9344321312393
1246,11.256339396509794
1247,10.57824666178029
1248,9.49329828621308
1249,10.442628114834388
1250,10.57824666178029
1251,10.307009567888487
1252,10.307009567888487
1253,10.171391020942586
1254,10.171391020942586
1255,10.171391020942586
1256,10.442628114834388
1257,10.71386520872619
1258,10.849483755672091
1259,11.798813584293399
1260,13.15499905375241
1261,15.867369992670431
1262,19.25783366631796
1263,24.275719903316304
1264,31.46350289144906
1265,39.058141520419525
1266,47.7377285249572
1267,51.399429292496535
1268,52.34875912111784
1269,52.89123330890144
1270,53.16247040279325
1271,53.433707496685045
1272,52.75561476195554
1273,50.856955104712924
1274,48.4158212596867
1275,48.008965618849004
1276,48.008965618849004
1277,47.7377285249572
1278,46.924017243281796
1279,45.83906886771458
1280,44.482883398255574
1281,42.17736810017525
1282,36.61700767539331
1283,28.344276311693335
1284,22.377060246073686
1285,20.071544947993367
1286,18.98659657242616
1287,17.76602964991305
1288,16.816699821291742
1289,15.59613289877863
1290,14.375565976265522
1291,13.290617600698312
1292,12.341287772077004
1293,11.9344321312393
1294,11.256339396509794
1295,10.57824666178029
1296,9.49329828621308
1297,10.442628114834388
1298,10.57824666178029
1299,10.307009567888487
1300,10.307009567888487
1301,10.171391020942586
1302,10.171391020942586
1303,10.171391020942586
1304,10.442628114834388
1305,10.71386520872619
1306,10.849483755672091
1307,11.798813584293399
1308,13.15499905375241
1309,15.867369992670431
1310,19.25783366631796
1311,24.275719903316304
1312,31.46350289144906
1313,39.058141520419525
1314,47.7377285249572
1315,51.399429292496535
1316,52.34875912111784
1317,52.89123330890144
1318,53.16247040279325
1319,53.433707496685045
1320,52.75561476195554
1321,50.856955104712924
1322,48.4158212596867
1323,48.008965618849004
1324,48.008965618849004
1325,47.7377285249572
1326,46.924017243281796
1327,45.83906886771458
1328,44.482883398255574
1329,42.17736810017525
1330,36.61700767539331
1331,28.344276311693335
1332,22.377060246073686
1333,20.071544947993367
1334,18.98659657242616
1335,17.76602964991305
1336,16.816699821291742
1337,15.59613289877863
1338,14.375565976265522
1339,13.290617600698312
1340,12.341287772077004
1341,11.9344321312393
1342,11.256339396509794
1343,10.57824666178029
1344,9.49329828621308
1345,10.442628114834388
1346,10.57824666178029
1347,10.307009567888487
1348,10.307009567888487
1349,10.171391020942586
1350,10.171391020942586
1351,10.171391020942586
1352,10.442628114834388
1353,10.71386520872619
1354,10.849483755672091
1355,11.798813584293399
1356,13.15499905375241
1357,15.867369992670431
1358,19.25783366631796
1359,24.275719903316304
1360,31.46350289144906
1361,39.058141520419525
1362,47.7377285249572
1363,51.399429292496535
1364,52.34875912111784
1365,52.89123330890144
1366,53.16247040279325
1367,53.433707496685045
1368,52.75561476195554
1369,50.856955104712924
1370,48.4158212596867
1371,48.008965618849004
1372,48.008965618849004
1373,47.7377285249572
1374,46.924017243281796
1375,45.83906886771458
1376,44.482883398255574
1377,42.17736810017525
1378,36.61700767539331
1379,28.344276311693335
1380,22.377060246073686
1381,20.071544947993367
1382,18.98659657242616
1383,17.76602964991305
1384,16.816699821291742
1385,15.59613289877863
1386,14.375565976265522
1387,13.290617600698312
1388,12.341287772077004
1389,11.9344321312393
1390,11.256339396509794
1391,10.57824666178029
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,0.0
1400,0.0
1401,0.0
1402,0.0
1403,0.0
1404,0.0
1405,0.0
1406,0.0
1407,0.0
1408,0.0
1409,0.0
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,0.0
1420,0.0
1421,0.0
1422,0.0
1423,0.0
1424,0.0
1425,0.0
1426,0.0
1427,0.0
1428,0.0
1429,0.0
1430,0.0
1431,0.0
1432,0.0
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,0.0
1447,0.0
1448,0.0
1449,0.0
1450,0.0
1451,0.0
1452,0.0
1453,0.0
1454,0.0
1455,0.0
1456,0.0
1457,0.0
1458,0.0
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.0
1467,0.0
1468,0.0
1469,0.0
1470,0.0
1471,0.0
1472,0.0
1473,0.0
1474,0.0
1475,0.0
1476,0.0
1477,0.0
1478,0.0
1479,0.0
1480,0.0
1481,0.0
1482,0.0
1483,0.0
1484,0.0
1485,0.0
1486,0.0
1487,0.0
1488,9.49329828621308
1489,10.442628114834388
1490,10.57824666178029
1491,10.307009567888487
1492,10.307009567888487
1493,10.171391020942586
1494,10.171391020942586
1495,10.171391020942586
1496,10.442628114834388
1497,10.71386520872619
1498,10.849483755672091
1499,11.798813584293399
1500,13.15499905375241
1501,15.867369992670431
1502,19.25783366631796
1503,24.275719903316304
1504,31.46350289144906
1505,39.058141520419525
1506,47.7377285249572
1507,51.399429292496535
1508,52.34875912111784
1509,52.89123330890144
1510,53.16247040279325
1511,53.433707496685045
1512,52.75561476195554
1513,50.856955104712924
1514,48.4158212596867
1515,48.008965618849004
1516,48.008965618849004
1517,47.7377285249572
1518,46.924017243281796
1519,45.83906886771458
1520,44.482883398255574
1521,42.17736810017525
1522,36.61700767539331
1523,28.344276311693335
1524,22.377060246073686
1525,20.071544947993367
1526,18.98659657242616
1527,17.76602964991305
1528,16.816699821291742
1529,15.59613289877863
1530,14.375565976265522
1531,13.290617600698312
1532,12.341287772077004
1533,11.9344321312393
1534,11.256339396509794
1535,10.57824666178029
1536,9.49329828621308
1537,10.442628114834388
1538,10.57824666178029
1539,10.307009567888487
1540,10.307009567888487
1541,10.171391020942586
1542,10.171391020942586
1543,10.171391020942586
1544,10.442628114834388
1545,10.71386520872619
1546,10.849483755672091
1547,11.798813584293399
1548,13.15499905375241
1549,15.867369992670431
1550,19.25783366631796
1551,24.275719903316304
1552,31.46350289144906
1553,39.058141520419525
1554,47.7377285249572
1555,51.399429292496535
1556,52.34875912111784
1557,52.89123330890144
1558,53.16247040279325
1559,53.433707496685045
1560,52.75561476195554
1561,50.856955104712924
1562,48.4158212596867
1563,48.008965618849004
1564,48.008965618849004
1565,47.7377285249572
1566,46.924017243281796
1567,45.83906886771458
1568,44.482883398255574
1569,42.17736810017525
1570,36.61700767539331
1571,28.344276311693335
1572,22.377060246073686
1573,20.071544947993367
1574,18.98659657242616
1575,17.76602964991305
1576,16.816699821291742
1577,15.59613289877863
1578,14.375565976265522
1579,13.290617600698312
1580,12.341287772077004
1581,11.9344321312393
1582,11.256339396509794
1583,10.57824666178029
1584,9.49329828621308
1585,10.442628114834388
1586,10.57824666178029
1587,10.307009567888487
1588,10.307009567888487
1589,10.171391020942586
1590,10.171391020942586
1591,10.171391020942586
1592,10.442628114834388
1593,10.71386520872619
1594,10.849483755672091
1595,11.798813584293399
1596,13.15499905375241
1597,15.867369992670431
1598,19.25783366631796
1599,24.275719903316304
1600,31.46350289144906
1601,39.058141520419525
1602,47.7377285249572
1603,51.399429292496535
1604,52.34875912111784
1605,52.89123330890144
1606,53.16247040279325
1607,53.433707496685045
1608,52.75561476195554
1609,50.856955104712924
1610,48.4158212596867
1611,48.008965618849004
1612,48.008965618849004
1613,47.7377285249572
1614,46.924017243281796
1615,45.83906886771458
1616,44.482883398255574
1617,42.17736810017525
1618,36.61700767539331
1619,28.344276311693335
1620,22.377060246073686
1621,20.071544947993367
1622,18.98659657242616
1623,17.76602964991305
1624,16.816699821291742
1625,15.59613289877863
1626,14.375565976265522
1627,13.290617600698312
1628,12.341287772077004
1629,11.9344321312393
1630,11.256339396509794
1631,10.57824666178029
1632,9.49329828621308
1633,10.442628114834388
1634,10.57824666178029
1635,10.307009567888487
1636,10.307009567888487
1637,10.171391020942586
1638,10.171391020942586
1639,10.171391020942586
1640,10.442628114834388
